2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H01,Total income,Financial performance,"4,788","ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"4,471","ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,132,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H07,Non-operating income,Financial performance,185,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H08,Total expenditure,Financial performance,"3,981","ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H09,Interest and donations,Financial performance,202,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H10,Indirect taxes,Financial performance,36,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H11,Depreciation,Financial performance,231,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H12,Salaries and wages paid,Financial performance,820,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"2,673","ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H20,Non-operating expenses,Financial performance,19,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H21,Opening stocks,Financial performance,339,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H22,Closing stocks,Financial performance,363,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H23,Surplus before income tax,Financial performance,832,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H24,Total assets,Financial position,"14,972","ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H25,Current assets,Financial position,"2,671","ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H26,Fixed tangible assets,Financial position,"9,750","ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H29,Other assets,Financial position,"2,551","ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H30,Total equity and liabilities,Financial position,"14,972","ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"6,967","ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H32,Current liabilities,Financial position,"3,500","ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars (millions),H33,Other liabilities,Financial position,"4,505","ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars,H34,Total income per employee count,Financial ratios,"185,800","ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Dollars,H35,Surplus per employee count,Financial ratios,"32,300","ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Percentage,H36,Current ratio,Financial ratios,76,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Percentage,H37,Quick ratio,Financial ratios,66,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Percentage,H39,Return on equity,Financial ratios,12,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Percentage,H40,Return on total assets,Financial ratios,6,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA111,Horticulture and Fruit Growing,Percentage,H41,Liabilities structure,Financial ratios,47,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H01,Total income,Financial performance,"4,788","ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"4,471","ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,132,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H07,Non-operating income,Financial performance,185,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H08,Total expenditure,Financial performance,"3,981","ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H09,Interest and donations,Financial performance,202,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H10,Indirect taxes,Financial performance,36,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H11,Depreciation,Financial performance,231,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H12,Salaries and wages paid,Financial performance,820,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"2,673","ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H20,Non-operating expenses,Financial performance,19,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H21,Opening stocks,Financial performance,339,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H22,Closing stocks,Financial performance,363,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H23,Surplus before income tax,Financial performance,832,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H24,Total assets,Financial position,"14,972","ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H25,Current assets,Financial position,"2,671","ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H26,Fixed tangible assets,Financial position,"9,750","ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H29,Other assets,Financial position,"2,551","ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H30,Total equity and liabilities,Financial position,"14,972","ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"6,967","ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H32,Current liabilities,Financial position,"3,500","ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H33,Other liabilities,Financial position,"4,505","ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars,H34,Total income per employee count,Financial ratios,"185,800","ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Dollars,H35,Surplus per employee count,Financial ratios,"32,300","ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Percentage,H36,Current ratio,Financial ratios,76,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Percentage,H37,Quick ratio,Financial ratios,66,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Percentage,H39,Return on equity,Financial ratios,12,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Percentage,H40,Return on total assets,Financial ratios,6,"ANZSIC06 groups A011, A012, and A013"
2019,Level 3,AA11,Horticulture and Fruit Growing,Percentage,H41,Liabilities structure,Financial ratios,47,"ANZSIC06 groups A011, A012, and A013"
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H01,Total income,Financial performance,"11,872",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"11,152",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,134,ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H07,Non-operating income,Financial performance,586,ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H08,Total expenditure,Financial performance,"10,381",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H09,Interest and donations,Financial performance,706,ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H10,Indirect taxes,Financial performance,183,ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H11,Depreciation,Financial performance,551,ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,036",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"7,836",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H20,Non-operating expenses,Financial performance,69,ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H21,Opening stocks,Financial performance,"6,526",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H22,Closing stocks,Financial performance,"6,689",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H23,Surplus before income tax,Financial performance,"1,654",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H24,Total assets,Financial position,"58,600",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H25,Current assets,Financial position,"13,347",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H26,Fixed tangible assets,Financial position,"37,381",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H29,Other assets,Financial position,"7,872",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H30,Total equity and liabilities,Financial position,"58,600",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"32,303",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H32,Current liabilities,Financial position,"10,064",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H33,Other liabilities,Financial position,"16,233",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars,H34,Total income per employee count,Financial ratios,"527,800",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars,H35,Surplus per employee count,Financial ratios,"73,500",ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H36,Current ratio,Financial ratios,133,ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H37,Quick ratio,Financial ratios,66,ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H39,Return on equity,Financial ratios,5,ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 groups A014 and A015
2019,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H41,Liabilities structure,Financial ratios,55,ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H01,Total income,Financial performance,"11,872",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"11,152",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,134,ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H07,Non-operating income,Financial performance,586,ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H08,Total expenditure,Financial performance,"10,381",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H09,Interest and donations,Financial performance,706,ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H10,Indirect taxes,Financial performance,183,ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H11,Depreciation,Financial performance,551,ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,036",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"7,836",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H20,Non-operating expenses,Financial performance,69,ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H21,Opening stocks,Financial performance,"6,526",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H22,Closing stocks,Financial performance,"6,689",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H23,Surplus before income tax,Financial performance,"1,654",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H24,Total assets,Financial position,"58,600",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H25,Current assets,Financial position,"13,347",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H26,Fixed tangible assets,Financial position,"37,381",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H29,Other assets,Financial position,"7,872",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H30,Total equity and liabilities,Financial position,"58,600",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"32,303",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H32,Current liabilities,Financial position,"10,064",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H33,Other liabilities,Financial position,"16,233",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars,H34,Total income per employee count,Financial ratios,"527,800",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars,H35,Surplus per employee count,Financial ratios,"73,500",ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Percentage,H36,Current ratio,Financial ratios,133,ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Percentage,H37,Quick ratio,Financial ratios,66,ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Percentage,H39,Return on equity,Financial ratios,5,ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 groups A014 and A015
2019,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Percentage,H41,Liabilities structure,Financial ratios,55,ANZSIC06 groups A014 and A015
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H01,Total income,Financial performance,"13,773",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"13,377",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,97,ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H07,Non-operating income,Financial performance,299,ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H08,Total expenditure,Financial performance,"12,204",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H09,Interest and donations,Financial performance,"1,597",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H10,Indirect taxes,Financial performance,184,ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H11,Depreciation,Financial performance,670,ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,481",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"8,237",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H20,Non-operating expenses,Financial performance,34,ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H21,Opening stocks,Financial performance,"6,416",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H22,Closing stocks,Financial performance,"6,370",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H23,Surplus before income tax,Financial performance,"1,523",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H24,Total assets,Financial position,"65,924",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H25,Current assets,Financial position,"11,904",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H26,Fixed tangible assets,Financial position,"43,094",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H29,Other assets,Financial position,"10,926",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H30,Total equity and liabilities,Financial position,"65,923",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"21,876",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H32,Current liabilities,Financial position,"11,350",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H33,Other liabilities,Financial position,"32,697",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars,H34,Total income per employee count,Financial ratios,"534,300",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Dollars,H35,Surplus per employee count,Financial ratios,"59,100",ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Percentage,H36,Current ratio,Financial ratios,105,ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Percentage,H37,Quick ratio,Financial ratios,49,ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Percentage,H39,Return on equity,Financial ratios,7,ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Percentage,H40,Return on total assets,Financial ratios,2,ANZSIC06 group A016
2019,Level 4,AA131,Dairy Cattle Farming,Percentage,H41,Liabilities structure,Financial ratios,33,ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H01,Total income,Financial performance,"13,773",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"13,377",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,97,ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H07,Non-operating income,Financial performance,299,ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H08,Total expenditure,Financial performance,"12,204",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H09,Interest and donations,Financial performance,"1,597",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H10,Indirect taxes,Financial performance,184,ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H11,Depreciation,Financial performance,670,ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,481",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"8,237",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H20,Non-operating expenses,Financial performance,34,ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H21,Opening stocks,Financial performance,"6,416",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H22,Closing stocks,Financial performance,"6,370",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H23,Surplus before income tax,Financial performance,"1,523",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H24,Total assets,Financial position,"65,924",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H25,Current assets,Financial position,"11,904",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H26,Fixed tangible assets,Financial position,"43,094",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H29,Other assets,Financial position,"10,926",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H30,Total equity and liabilities,Financial position,"65,923",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"21,876",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H32,Current liabilities,Financial position,"11,350",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H33,Other liabilities,Financial position,"32,697",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars,H34,Total income per employee count,Financial ratios,"534,300",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Dollars,H35,Surplus per employee count,Financial ratios,"59,100",ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Percentage,H36,Current ratio,Financial ratios,105,ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Percentage,H37,Quick ratio,Financial ratios,49,ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Percentage,H39,Return on equity,Financial ratios,7,ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Percentage,H40,Return on total assets,Financial ratios,2,ANZSIC06 group A016
2019,Level 3,AA13,Dairy Cattle Farming,Percentage,H41,Liabilities structure,Financial ratios,33,ANZSIC06 group A016
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H01,Total income,Financial performance,"2,127","ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"2,071","ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,22,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H07,Non-operating income,Financial performance,35,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H08,Total expenditure,Financial performance,"2,001","ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H09,Interest and donations,Financial performance,101,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H10,Indirect taxes,Financial performance,15,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H11,Depreciation,Financial performance,112,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H12,Salaries and wages paid,Financial performance,289,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"1,478","ANZSIC06 groups A017, A018, and A019"
